https://ithardware.pl/feed;https://ithardware.pl/aktualnosci/asus_prezentuje_laptopa_rog_strix_scar_17_se_z_procesorem_intel_core_12_generacji_i_ekranem_240_hz-23126.html;2022-09-05 19:30:00+00:00;False;Asus prezentuje laptopa ROG Strix SCAR 17 SE z procesorem Intel Core 12. generacji i ekranem 240 Hz;<img src="https://ithardware.pl/artykuly/min/23126_1.jpg" />            Asus wprowadził na rynek w Indiach laptopa gamingowego&nbsp;ROG Strix SCAR 17 SE (Special Edition) wyposażonego m.in. w procesor&nbsp;Intela 12. generacji i wyświetlacz o wysokiej częstotliwości odświeżania.

Asus&nbsp;ROG Strix SCAR 17 SE...
            <p>Pełna wersja strony <a href="https://ithardware.pl/aktualnosci/asus_prezentuje_laptopa_rog_strix_scar_17_se_z_procesorem_intel_core_12_generacji_i_ekranem_240_hz-23126.ht
https://ithardware.pl/feed;https://ithardware.pl/aktualnosci/xiaomi_13_wiemy_jaki_aparat_ma_otrzymac_flagowy_smartfon-23125.html;2022-09-05 16:50:00+00:00;False;Xiaomi 13. Wiemy jaki aparat ma otrzymać flagowy smartfon;<img src="https://ithardware.pl/artykuly/min/23125_1.jpg" />            Xiaomi 13 jest flagowym smartfonem, kt&oacute;ry zadebiutuje w pod koniec 2022 roku. Przeciek ujawnia jakiego aparatu fotograficznego powinniśmy oczekiwać w przypadku najnowszej serii urządzeń chińskiego producenta.

Według leakera Digital Chat...
            <p>Pełna wersja strony <a href="https://ithardware.pl/aktualnosci/xiaomi_13_wiemy_jaki_aparat_ma_otrzymac_flagowy_smartfon-23125.html">https://ithardware.pl/aktualnosci
https://ithardware.pl/feed;https://ithardware.pl/aktualnosci/tworcy_gry_z_nft_zainwestowali_wszystkie_pieniadze_w_kryptowaluty_i_zbankrutowali-23124.html;2022-09-05 15:45:00+00:00;False;Twórcy gry z NFT zainwestowali pieniądze w kryptowaluty i zbankrutowali;<img src="https://ithardware.pl/artykuly/min/23124_1.jpg" />            NFT było swego czasu popularne wśr&oacute;d deweloper&oacute;w gier, kt&oacute;rzy chcieli umieścić niewymienny token w swoich grach np. tw&oacute;rcy Stalkera 2, jednak w tym przypadku po krytyce graczy po prostu wycofano się z pomysłu. O sile...
            <p>Pełna wersja strony <a href="https://ithardware.pl/aktualnosci/tworcy_gry_z_nft_zainwestowali_wszystkie_pieniadze_w_kryptowaluty_i_zbankrutowali-23124.html">https://
https://ithardware.pl/feed;https://ithardware.pl/aktualnosci/gracze_diablo_immortal_wydaja_pieniadze_na_walute_i_popadaja_w_dlugi-23123.html;2022-09-05 14:00:00+00:00;False;Gracze Diablo Immortal wydają pieniądze na nielegalne kule i popadają w długi;<img src="https://ithardware.pl/artykuly/min/23123_1.jpg" />            Diablo Immortal spotkał się z krytyką graczy, ale mimo tego Blizzard generuje krocie dzięki mikropłatnościom. Jak się okazuje są osoby, kt&oacute;re na grę wydają dużo pieniędzy, co wpędza je w długi.

Diablo Immortal jest grą darmową z...
            <p>Pełna wersja strony <a href="https://ithardware.pl/aktualnosci/gracze_diablo_immortal_wydaja_pieniadze_na_walute_i_popadaja_w_dlugi-23123.html">https://ithardware.pl/aktualn
https://ithardware.pl/feed;https://ithardware.pl/aktualnosci/iphone_14_nowe_przeciek_psuje_niespodzianke_apple-23117.html;2022-09-05 12:35:02+00:00;False;iPhone 14 - nowy przeciek psuje niespodziankę Apple;<img src="https://ithardware.pl/artykuly/min/23117_1.jpg" />            Pozostało już tylko kilka dni do oficjalnej zapowiedzi nowej generacji iPhone'&oacute;w przez Apple. Do sieci wyciekło właśnie zdjęcie kartki papieru, kt&oacute;ra ujawnia kluczowe informacje na temat specyfikacji wszystkich czterech modeli i...
            <p>Pełna wersja strony <a href="https://ithardware.pl/aktualnosci/iphone_14_nowe_przeciek_psuje_niespodzianke_apple-23117.html">https://ithardware.pl/aktualnosci/iphone_1
https://ithardware.pl/feed;https://ithardware.pl/aktualnosci/pozar_tesli_zostal_sfalszowany_przez_znana_firme_ubezpieczeniowa_w_aucie_nie_bylo_akumulatorow-23122.html;2022-09-05 12:28:30+00:00;False;Pożar Tesli został sfałszowany przez znaną firmę ubezpieczeniową. W aucie nie było akumulatorów;<img src="https://ithardware.pl/artykuly/min/23122_1.jpg" />            Firma ubezpieczeniowa sfałszowała pożar i awarię akumulatora Tesli w ramach wprowadzającej w błąd&nbsp;prezentacji, aby pokazać, że samochody elektryczne powodują więcej wypadk&oacute;w.

Pojazdy Tesli zostały przetestowane przez wiele...
            <p>Pełna wersja strony <a href="https://ithardware.pl/aktualnosci/pozar_tesli_zostal_sfalszowany_przez_znana_firme_ubezpieczeniowa_w_aucie_nie_bylo_akumulatorow-23122.html">http
https://ithardware.pl/feed;https://ithardware.pl/testyirecenzje/test_routera_tp_link_archer_ax11000_demon_predkosci_przebrany_w_gamingowe_szaty-23110.html;2022-09-05 11:33:40+00:00;False;Test routera TP-Link Archer AX11000. Demon prędkości przebrany w gamingowe szaty;<img src="https://ithardware.pl/artykuly/min/23110_1.jpg" />            Test routera TP-Link Archer AX11000. Demon prędkości przebrany w gamingowe szaty



Mając na uwadze ogromną popularność gier sieciowych, aż dziw bierze, jak wiele os&oacute;b wciąż korzysta z router&oacute;w, kt&oacute;re negatywnie...
            <p>Pełna wersja strony <a href="https://ithardware.pl/testyirecenzje/test_routera_tp_link_archer_ax11000_demon_predkosci_przebrany_w_gamingowe_szaty-23110.html">https://ithardware.
https://ithardware.pl/feed;https://ithardware.pl/aktualnosci/nadchodza_duze_obnizki_cen_dyskow_ssd_producenci_pozbywaja_sie_zapasow-23116.html;2022-09-05 11:31:01+00:00;False;Nadchodzą duże obniżki cen dysków SSD. Producenci pozbywają się zapasów;<img src="https://ithardware.pl/artykuly/min/23116_1.jpg" />            W ostatnich miesiącach koncentrujemy się gł&oacute;wnie na spadkach cen kart graficznych, kt&oacute;re osiągają najniższe poziomy od kilku lat, ale to nie jedyne podzespoły PC, kt&oacute;re czekają znaczące obniżki cen. Z najnowszych doniesień...
            <p>Pełna wersja strony <a href="https://ithardware.pl/aktualnosci/nadchodza_duze_obnizki_cen_dyskow_ssd_producenci_pozbywaja_sie_zapasow-23116.html">https://ithardware.p
https://ithardware.pl/feed;https://ithardware.pl/aktualnosci/cloudflare_wystepuje_przeciwko_skrajnie_prawicowemu_forum_portal_uciekl_do_rosji-23121.html;2022-09-05 10:55:40+00:00;False;Cloudflare wystepuje przeciwko skrajnie prawicowemu forum. Portal uciekł do.... Rosji;<img src="https://ithardware.pl/artykuly/min/23121_1.jpg" />            Cloudflare postanowiło przestać świadczyć swoje usługi dla Kiwi Farms, zaledwie kilka dni po&nbsp;obronie&nbsp;kwalifikowalności witryny do swoich usług.

Kiwi Farms to forum internetowe, na kt&oacute;rym często pojawiają&nbsp;się...
            <p>Pełna wersja strony <a href="https://ithardware.pl/aktualnosci/cloudflare_wystepuje_przeciwko_skrajnie_prawicowemu_forum_portal_uciekl_do_rosji-23121.html">https://ithardware.pl/a
https://ithardware.pl/feed;https://ithardware.pl/aktualnosci/raptor_lake_wyciekla_szczegolowa_specyfikacja_nowych_procesorow_intela-23115.html;2022-09-05 10:52:01+00:00;False;Raptor Lake - wyciekła szczegółowa specyfikacja nowych procesorów Intela;<img src="https://ithardware.pl/artykuly/min/23115_1.jpg" />            Portal Wccftech opublikował obszerne szczeg&oacute;ły nadchodzącej nowej generacji procesor&oacute;w Intela, znanych pod nazwą kodową Raptor Lake-S. Zdaje się, że układy te nie kryją przed nami już żadnych tajemnic, przynajmniej jeśli chodzi...
            <p>Pełna wersja strony <a href="https://ithardware.pl/aktualnosci/raptor_lake_wyciekla_szczegolowa_specyfikacja_nowych_procesorow_intela-23115.html">https://ithardware.pl/
https://ithardware.pl/feed;https://ithardware.pl/aktualnosci/geforce_rtx_3090_super_przylapany_na_zdjeciu_zapozowal_tez_geforce_rtx_3080_z_20_gb_pamieci-23114.html;2022-09-05 10:29:01+00:00;False;GeForce RTX 3090 Super przyłapany na zdjęciu. Zapozował też GeForce RTX 3080 z 20 GB pamięci;<img src="https://ithardware.pl/artykuly/min/23114_1.jpg" />            Jak donosi VideoCardz, na chińskich forach pojawiło się zdjęcie niewypuszczonej karty GeForce RTX 3090 Super - osoba, kt&oacute;ra pozyskała tę grafikę, sprawdziła ją w GPU-Z, gdzie została ona zidentyfikowana jako GeForce RTX 3090 Ti.

Na...
            <p>Pełna wersja strony <a href="https://ithardware.pl/aktualnosci/geforce_rtx_3090_super_przylapany_na_zdjeciu_zapozowal_tez_geforce_rtx_3080_z_20_gb_pamieci-23114.html">htt
https://ithardware.pl/feed;https://ithardware.pl/aktualnosci/back_to_school_z_msi_zgarnij_sprzet_w_obnizonych_cenach-23120.html;2022-09-05 10:22:40+00:00;False;Back to school z MSI. Zgarnij sprzęt w obniżonych cenach;<img src="https://ithardware.pl/artykuly/min/23120_1.jpg" />            MSI, czyli jeden z najbardziej rozpoznawanych producent&oacute;w sprzętu komputerowego, z okazji powrotu do szkoły przygotował dla nas świetną promocję, w kt&oacute;rej znajdziemy mn&oacute;stwo urządzeń w obniżonych cenach. Do zgarnięcia...
            <p>Pełna wersja strony <a href="https://ithardware.pl/aktualnosci/back_to_school_z_msi_zgarnij_sprzet_w_obnizonych_cenach-23120.html">https://ithardware.pl/aktualnosci/back_t
https://ithardware.pl/feed;https://ithardware.pl/aktualnosci/jak_nakladac_paste_termoprzewodzaca_najlepiej_na_parowke-23113.html;2022-09-05 09:18:01+00:00;False;Jak nakładać pastę termoprzewodzącą? Najlepiej na parówkę;<img src="https://ithardware.pl/artykuly/min/23113_1.jpg" />            Jedna z najstarszych debat wśr&oacute;d pecetowc&oacute;w dotyczy prawidłowego lub najskuteczniejszego wręcz sposobu nakładania pasty termicznej. Jedna kropelka, wiele kropelek, krzyżyk czy smarowanie niczym masłem? Igor's Lab ostatnio...
            <p>Pełna wersja strony <a href="https://ithardware.pl/aktualnosci/jak_nakladac_paste_termoprzewodzaca_najlepiej_na_parowke-23113.html">https://ithardware.pl/aktualnosci/jak_nakl
https://ithardware.pl/feed;https://ithardware.pl/aktualnosci/artysci_sie_wsciekli_sztuczna_inteligencja_wygrywa_konkurs_graficzny_w_usa-23119.html;2022-09-05 08:59:50+00:00;False;Artyści się wściekli. Sztuczna inteligencja wygrywa konkurs graficzny w USA;<img src="https://ithardware.pl/artykuly/min/23119_1.jpg" />            Artyści biorący udział w corocznym konkursie artystycznym odbywającym się na Colorado State Fair nie kryli oburzenia&nbsp;po tym, jak Jason Allen, prezes firmy produkującej gry planszowe z&nbsp; Kolorado, zdobył pierwszą nagrodę w kategorii...
            <p>Pełna wersja strony <a href="https://ithardware.pl/aktualnosci/artysci_sie_wsciekli_sztuczna_inteligencja_wygrywa_konkurs_graficzny_w_usa-23119.html">https://ithardware.
https://ithardware.pl/feed;https://ithardware.pl/aktualnosci/metawers_od_meta_jest_calkowicie_przecietny_i_widzi_to_kazdy_oprocz_marka_zuckerberga-23118.html;2022-09-05 08:26:20+00:00;False;Metawers od Meta jest całkowicie przeciętny i widzi to każdy oprócz Marka Zuckerberga;<img src="https://ithardware.pl/artykuly/min/23118_1.jpg" />            Niecały rok po tym, jak gigant medi&oacute;w społecznościowych Facebook zmienił nazwę na Meta &ndash; aby odzwierciedlić nową strategię i wizję budowy nowej wersji internetu &ndash; jego gł&oacute;wny produkt, słynny metawerse, wygląda w...
            <p>Pełna wersja strony <a href="https://ithardware.pl/aktualnosci/metawers_od_meta_jest_calkowicie_przecietny_i_widzi_to_kazdy_oprocz_marka_zuckerberga-23118.html">https://ith
https://ithardware.pl/feed;https://ithardware.pl/aktualnosci/pierwszy_odcinek_rodu_smoka_dostepny_za_darmo_na_youtubie_ale_jest_pewien_haczyk-23112.html;2022-09-05 08:03:01+00:00;False;Pierwszy odcinek Rodu smoka dostępny za darmo na YouTubie, ale jest pewien haczyk;<img src="https://ithardware.pl/artykuly/min/23112_1.jpg" />            R&oacute;d smoka bije kolejne rekordy i wygląda na to, że fani Gry o tron byli spragnieni nowej historii osadzonej w świecie Westeros. Pierwsze opinie wskazują zaś na to, że serial, jak na razie, trzyma wysoki poziom, ale jeśli nadal nie...
            <p>Pełna wersja strony <a href="https://ithardware.pl/aktualnosci/pierwszy_odcinek_rodu_smoka_dostepny_za_darmo_na_youtubie_ale_jest_pewien_haczyk-23112.html">https://ithardwa
https://ithardware.pl/feed;https://ithardware.pl/aktualnosci/anonymous_przyznaje_sie_do_zakorkowania_ruchliwej_dzielnicy_moskwy-23111.html;2022-09-05 07:07:07+00:00;False;Anonymous przyznaje się do zakorkowania ruchliwej dzielnicy Moskwy;<img src="https://ithardware.pl/artykuly/min/23111_1.jpg" />            W czwartek rano ruchliwa dzielnica Moskwy została zakorkowana w stopniu, jakiego jeszcze nigdy nie doświadczono w tym miejscu. The Verge informuje, że hakerzy wykorzystali rosyjską aplikację Yandex Taxi, aby zam&oacute;wić przejazd u dziesiątek...
            <p>Pełna wersja strony <a href="https://ithardware.pl/aktualnosci/anonymous_przyznaje_sie_do_zakorkowania_ruchliwej_dzielnicy_moskwy-23111.html">https://ithardware.pl/a
https://ithardware.pl/feed;https://ithardware.pl/aktualnosci/iphone_y_firmy_apple_wyprzedzaja_androida_zdobywajac_rekordowe_50_rynku_smartfonow_w_usa-23109.html;2022-09-05 06:52:30+00:00;False;iPhone'y firmy Apple wyprzedzają Androida, zdobywając rekordowe 50% rynku smartfonów w USA;<img src="https://ithardware.pl/artykuly/min/23109_1.jpg" />            Apple radzi sobie naprawdę dobrze pod przewodnictwem Tima Cooka.&nbsp;Firma jest warta ponad 2,5 biliona dolar&oacute;w (ostatnio jej wartość sięgnęła nawet ponad 3 biliony), a baza użytkownik&oacute;w iPhone'&oacute;w w USA wciąż rośnie,...
            <p>Pełna wersja strony <a href="https://ithardware.pl/aktualnosci/iphone_y_firmy_apple_wyprzedzaja_androida_zdobywajac_rekordowe_50_rynku_smartfonow_w_usa-23109.html">https:/
https://ithardware.pl/feed;https://ithardware.pl/aktualnosci/promocja_w_x_komie_akcesoria_i_komponenty_w_jeszcze_nizszych_cenach-23108.html;2022-09-05 06:26:29+00:00;False;Promocja w x-komie: akcesoria i komponenty w jeszcze niższych cenach;<img src="https://ithardware.pl/artykuly/min/23108_1.jpg" />            Czujecie, że Wasz sprzęt spowalnia? Potrzebujecie dla niego dodatkowego powera? Doskonale się składa, bo w tym tygodniu w sklepie x-kom rusza znana i lubiana promocja &ndash; Tydzień komponent&oacute;w. Kupicie w niej najlepsze podzespoły,...
            <p>Pełna wersja strony <a href="https://ithardware.pl/aktualnosci/promocja_w_x_komie_akcesoria_i_komponenty_w_jeszcze_nizszych_cenach-23108.html">https://ithardware.pl/aktua